distance_km,hour,day_of_week,road_type,historical_speed,traffic_multiplier
4.72,1,1,0,73.16,1.2
10.81,11,3,0,78.41,1.03
1.18,22,6,0,60.8,1.01
11.83,17,5,0,52.94,1.88
11.31,9,1,1,51.26,2.25
18.53,3,5,1,46.8,1.21
16.33,19,5,0,48.27,1.07
4.52,16,2,1,20.53,1.42
10.36,17,4,0,76.04,1.59
4.76,1,6,1,38.67,1.22
8.5,2,0,0,53.71,1.0
14.22,22,0,1,72.54,1.23
5.69,10,2,1,57.59,1.52
9.59,23,3,0,47.65,1.05
16.52,11,4,1,67.54,1.4
15.23,13,1,0,56.89,1.04
19.8,23,5,0,27.26,1.11
16.95,15,2,1,66.87,1.36
19.83,3,1,1,49.84,1.56
4.13,22,1,1,77.75,1.38
12.78,13,6,1,22.72,1.44
5.76,8,2,0,20.34,1.69
18.63,3,6,0,33.18,1.12
5.1,15,0,1,38.13,1.44
4.87,5,6,0,72.8,1.0
9.47,1,6,1,33.77,1.58
12.44,22,0,1,59.16,1.29
15.25,0,2,1,57.98,1.38
7.72,20,3,0,45.39,1.0
8.16,11,1,1,79.62,1.18
18.18,16,6,1,37.18,1.29
3.15,2,3,1,64.83,1.47
12.07,15,4,0,48.92,1.0
14.59,5,0,1,66.12,1.29
15.26,23,6,1,77.07,1.28
4.62,21,6,0,51.27,1.15
5.45,18,3,0,52.95,1.66
1.54,12,4,1,27.23,1.46
7.77,6,2,1,57.29,1.43
15.4,0,4,1,42.39,1.32
18.03,18,2,0,76.45,1.55
16.77,4,2,0,57.36,1.09
4.51,13,5,1,64.86,1.32
17.75,21,4,1,30.88,1.45
13.13,14,2,1,55.73,1.38
14.67,2,6,0,58.79,1.07
2.74,16,4,1,67.06,1.26
14.65,18,0,0,31.11,1.84
2.4,10,5,1,51.03,1.22
9.81,6,5,0,53.29,1.18
8.44,3,6,0,42.77,1.0
1.11,2,4,0,70.35,1.0
17.85,10,6,1,25.63,1.31
10.3,8,0,1,36.56,1.88
4.27,7,0,1,31.75,1.49
7.19,20,0,0,31.94,1.14
17.62,19,4,0,21.78,1.07
9.45,19,1,0,47.34,1.18
2.37,20,6,0,21.87,1.18
10.05,0,5,1,49.35,1.41
2.12,1,2,0,63.76,1.0
14.51,8,1,1,21.22,2.01
19.87,11,3,0,31.79,1.0
9.5,2,5,1,41.12,1.25
12.36,8,6,0,26.58,1.62
14.88,19,3,0,25.12,1.04
9.32,0,2,1,36.15,1.35
12.31,13,6,0,50.28,1.0
17.26,2,5,0,70.94,1.0
1.65,18,1,1,50.16,2.11
1.27,21,0,0,34.93,1.0
2.13,6,1,1,31.62,1.25
7.5,0,6,0,56.87,1.02
9.24,2,0,0,26.3,1.2
15.59,14,1,0,48.1,1.0
12.45,13,0,0,21.28,1.16
7.17,6,3,1,67.44,1.3
19.38,10,4,1,39.52,1.34
17.71,8,1,0,37.69,1.42
4.44,5,1,0,46.1,1.0
13.76,19,3,1,66.08,1.51
8.6,0,5,0,66.34,1.07
17.56,0,0,1,59.95,1.37
17.65,11,1,0,47.0,1.09
18.61,15,0,1,74.72,1.34
2.72,21,0,0,20.46,1.03
11.39,3,2,1,21.78,1.24
3.63,18,3,0,22.23,1.77
11.51,18,2,1,59.35,1.72
5.5,17,1,0,63.37,1.63
2.56,2,0,0,26.44,1.09
6.18,16,2,1,42.24,1.13
1.19,12,6,0,61.16,1.17
11.69,15,6,0,57.75,1.15
18.5,3,2,1,21.61,1.39
17.62,18,2,0,26.38,1.68
11.63,6,5,0,53.91,1.1
9.06,0,6,1,77.42,1.35
19.52,23,5,0,43.08,1.02
6.46,5,1,1,66.56,1.49
3.32,19,5,1,69.37,1.45
6.3,8,2,0,64.13,1.86
8.46,9,4,0,78.54,1.87
9.06,5,1,1,31.83,1.4
8.19,12,0,0,70.78,1.0
6.54,11,6,1,22.26,1.32
16.76,12,6,1,35.05,1.5
4.68,9,5,0,28.31,1.66
6.64,11,4,1,43.86,1.17
17.59,1,2,0,66.87,1.2
9.34,1,3,0,63.94,1.0
13.01,10,4,0,23.95,1.08
8.52,20,0,0,74.7,1.02
2.47,0,2,0,54.24,1.18
10.1,0,6,0,49.47,1.11
8.91,20,3,0,71.12,1.16
9.43,12,1,1,46.96,1.45
5.93,5,0,0,70.33,1.02
14.82,13,3,0,24.35,1.14
10.94,8,6,1,77.86,2.1
14.44,6,1,0,25.91,1.0
16.14,3,5,1,68.05,1.38
4.47,9,6,0,51.63,1.51
19.2,23,6,0,62.48,1.16
4.63,17,0,1,22.83,1.84
7.55,15,6,1,52.42,1.21
2.25,1,6,1,48.65,1.25
18.16,7,2,0,62.35,1.17
6.65,8,5,1,50.75,2.01
19.59,0,2,1,45.78,1.22
17.97,12,2,1,51.13,1.33
2.4,12,4,0,22.09,1.18
16.43,3,2,0,60.89,1.17
12.92,16,2,1,36.95,1.26
7.17,21,2,1,48.37,1.46
6.21,9,1,0,62.68,1.69
1.42,16,3,1,63.53,1.33
11.12,4,4,0,39.49,1.03
19.88,9,4,1,29.25,1.87
15.59,18,0,0,39.08,1.7
1.67,18,5,1,48.62,1.94
13.11,7,5,1,78.11,1.36
7.28,7,6,0,60.78,1.12
3.31,12,4,1,26.03,1.27
14.32,21,4,1,70.01,1.48
3.03,3,6,0,26.28,1.19
5.37,3,0,1,45.04,1.51
12.21,18,3,1,49.72,2.1
7.13,1,1,1,25.23,1.37
15.45,3,2,0,40.9,1.0
1.97,12,5,0,51.8,1.0
9.02,8,0,0,59.39,1.73
19.42,5,4,0,39.46,1.08
7.1,18,4,0,76.59,1.56
11.55,2,3,1,32.19,1.21
14.98,19,5,1,61.69,1.46
16.49,22,0,0,31.58,1.13
12.31,4,4,1,67.42,1.18
1.42,6,4,1,33.28,1.35
9.22,19,0,0,72.61,1.18
9.56,0,1,0,39.7,1.02
14.54,19,2,0,73.64,1.0
12.87,5,3,1,20.29,1.12
13.7,3,6,0,33.21,1.01
13.87,10,6,0,38.46,1.0
19.7,6,6,0,64.51,1.0
3.36,17,5,0,56.9,1.57
18.1,10,4,0,53.89,1.02
16.46,17,1,0,59.09,1.53
7.93,13,0,0,51.98,1.0
11.54,10,4,1,20.18,1.3
17.85,22,2,0,35.61,1.02
1.2,5,2,1,53.69,1.5
12.08,20,6,1,62.09,1.4
4.62,2,6,1,31.41,1.32
13.66,17,1,1,45.31,2.15
19.73,19,6,0,46.39,1.17
2.54,21,4,1,60.96,1.38
13.62,6,6,1,49.64,1.32
9.92,8,4,1,39.73,2.02
15.55,21,3,0,58.24,1.13
6.47,1,6,1,43.44,1.41
17.15,23,1,0,78.29,1.01
9.26,13,2,0,40.15,1.1
13.12,1,2,0,78.45,1.14
10.39,13,0,0,24.29,1.09
3.91,14,5,1,26.26,1.31
12.59,14,1,0,22.95,1.2
7.59,13,6,0,20.89,1.05
11.32,18,5,1,42.51,1.89
19.79,7,0,0,56.32,1.06
8.63,4,0,0,43.99,1.08
17.96,11,1,1,29.19,1.21
4.72,6,1,0,59.4,1.0
14.13,3,0,1,42.47,1.13
8.32,17,5,0,41.91,1.78
7.97,22,3,1,61.58,1.51
12.16,0,4,0,29.74,1.13
9.85,17,5,1,75.36,2.13
18.33,9,5,0,42.7,1.57
14.34,7,5,1,36.81,1.37
19.04,1,0,1,52.74,1.3
15.1,23,5,1,61.74,1.36
1.28,6,5,1,53.89,1.35
12.12,6,1,1,27.92,1.39
1.43,22,1,1,73.71,1.44
15.57,18,4,0,28.46,1.61
16.34,10,1,0,47.02,1.14
2.77,23,0,0,76.96,1.03
4.36,16,0,1,48.73,1.31
5.1,14,6,0,49.27,1.03
4.51,8,2,0,32.98,1.74
4.69,8,5,0,78.43,1.63
8.65,19,2,1,65.74,1.41
14.17,19,3,0,24.86,1.03
15.65,13,0,0,34.85,1.12
1.92,13,6,1,62.22,1.38
19.92,5,2,0,37.7,1.04
11.08,11,2,1,65.65,1.2
19.15,1,1,1,47.86,1.49
5.88,18,5,0,62.41,1.79
4.51,16,3,1,71.12,1.43
14.39,15,6,1,40.92,1.26
19.0,0,1,1,48.31,1.22
8.88,5,3,1,57.11,1.38
9.0,12,4,1,20.09,1.29
13.39,14,1,0,62.18,1.0
12.15,23,0,1,35.22,1.52
13.86,5,5,0,57.19,1.0
6.69,22,6,0,57.86,1.14
12.84,1,4,0,62.24,1.0
7.81,17,4,0,27.4,1.84
4.24,6,3,0,39.18,1.07
8.5,9,6,1,78.15,1.98
19.84,6,2,1,50.8,1.42
10.37,17,0,1,66.19,1.98
16.01,17,6,1,51.22,1.96
17.46,15,6,0,55.29,1.07
14.51,23,5,1,79.37,1.27
12.59,6,2,0,53.29,1.0
14.67,0,3,1,75.23,1.31
12.79,21,4,0,38.29,1.19
17.75,3,3,1,72.21,1.34
15.57,11,6,1,72.31,1.36
6.27,19,0,1,63.2,1.29
1.86,6,4,0,37.47,1.08
8.55,11,6,0,72.87,1.16
3.65,9,5,0,76.98,1.91
1.74,22,4,1,72.4,1.45
15.21,21,4,1,77.77,1.39
15.75,4,4,1,54.74,1.47
17.5,5,6,1,73.12,1.29
7.67,1,6,0,36.32,1.19
9.01,3,2,1,27.41,1.22
3.32,20,6,1,22.69,1.37
14.96,22,2,0,37.03,1.0
14.8,23,1,0,72.27,1.07
13.09,4,1,1,53.87,1.22
7.34,7,3,1,40.73,1.39
2.89,8,0,1,55.26,2.13
5.76,6,1,0,67.68,1.0
3.3,23,6,0,66.02,1.16
6.93,13,4,0,42.28,1.16
13.9,16,1,0,22.4,1.09
9.67,10,4,1,54.56,1.5
12.63,2,1,0,49.54,1.0
6.14,22,6,1,61.28,1.49
19.72,18,4,1,44.65,2.12
8.49,14,2,1,79.03,1.32
7.54,14,1,1,75.0,1.42
18.33,21,2,0,61.86,1.0
6.25,8,1,1,78.86,1.96
16.18,1,1,0,26.12,1.11
13.64,12,2,1,57.87,1.17
8.82,10,5,0,75.47,1.11
13.76,8,3,0,70.0,1.73
3.66,4,2,0,45.45,1.1
16.18,2,4,1,65.26,1.31
15.41,15,4,1,38.74,1.25
4.92,4,6,0,54.19,1.05
19.33,2,6,0,78.45,1.0
6.87,19,4,1,77.09,1.29
9.77,10,3,0,20.42,1.14
9.68,20,3,1,30.02,1.43
12.92,18,2,0,43.65,1.72
16.61,8,0,1,68.17,1.94
8.65,1,2,0,42.45,1.19
3.65,1,3,0,34.37,1.09
10.28,2,5,1,74.79,1.47
1.87,14,5,0,64.54,1.18
16.24,0,5,1,64.2,1.24
2.6,2,3,0,59.59,1.03
18.57,13,5,0,34.21,1.0
12.59,23,0,0,38.11,1.05
19.68,12,6,1,61.83,1.28
15.27,23,6,0,59.09,1.06
3.96,12,1,0,39.27,1.06
10.26,23,3,0,59.01,1.0
17.78,13,5,1,39.32,1.23
10.51,3,0,1,55.61,1.32
10.32,17,5,1,53.69,2.07
1.51,15,0,0,28.89,1.2
1.33,18,1,1,63.93,1.64
12.98,20,0,0,64.34,1.09
14.46,1,6,1,45.8,1.54
7.73,2,6,1,62.37,1.35
16.04,1,6,0,58.11,1.17
19.07,2,4,0,52.07,1.09
10.23,7,5,0,58.03,1.0
14.16,19,0,1,52.72,1.34
18.63,17,0,1,64.62,1.86
4.33,18,4,0,60.85,1.75
17.94,5,6,0,26.68,1.17
1.45,18,5,0,32.12,1.96
16.45,14,5,0,20.97,1.0
13.3,1,2,0,32.05,1.0
3.91,4,4,0,37.83,1.02
13.26,18,3,0,29.91,1.58
16.43,6,6,1,25.33,1.34
17.76,6,2,0,50.74,1.0
11.55,5,6,0,64.08,1.12
8.19,18,1,0,48.4,1.54
15.05,18,6,0,32.65,1.61
8.28,7,2,0,47.19,1.11
1.69,19,3,1,65.29,1.26
19.44,9,1,1,55.77,2.14
8.26,16,0,0,48.83,1.04
10.82,20,2,0,22.51,1.1
18.39,8,6,1,67.12,2.02
7.24,7,4,0,68.26,1.05
18.85,23,3,1,73.82,1.53
16.0,3,5,1,24.55,1.44
10.4,6,4,1,29.29,1.24
9.36,21,3,0,28.29,1.0
14.97,14,5,0,72.46,1.09
7.93,12,1,0,56.55,1.06
11.51,0,0,1,44.42,1.22
4.57,1,1,1,61.46,1.53
9.16,7,1,0,45.16,1.0
9.2,2,6,0,48.06,1.12
2.79,22,1,1,77.71,1.17
5.46,18,5,1,78.76,2.18
8.48,19,0,0,60.01,1.0
13.49,5,3,0,67.76,1.1
7.32,20,5,1,62.74,1.35
3.02,13,6,1,44.75,1.37
11.01,7,0,0,29.39,1.0
8.31,5,4,0,21.47,1.01
10.96,19,0,1,32.95,1.43
16.97,6,5,0,53.88,1.17
7.15,17,0,1,73.66,2.06
8.22,22,1,1,48.31,1.26
12.33,12,0,0,31.11,1.0
7.22,19,0,0,74.41,1.11
10.8,8,4,0,26.05,1.81
13.84,11,4,1,77.03,1.42
1.76,15,5,0,59.22,1.15
8.55,17,6,1,73.74,1.89
12.46,8,3,1,32.59,2.0
1.05,9,0,0,53.24,1.68
3.71,7,5,1,20.03,1.57
19.33,20,4,1,24.33,1.24
7.69,4,2,1,59.48,1.26
6.4,6,3,0,67.61,1.0
5.86,21,2,1,47.38,1.2
19.91,2,3,0,34.18,1.09
1.39,14,2,0,30.82,1.02
4.8,8,4,1,77.77,2.3
17.48,18,5,0,22.7,1.66
8.67,14,1,1,40.36,1.31
3.66,18,4,1,66.71,1.97
7.19,22,5,0,68.55,1.16
11.46,13,6,1,36.99,1.23
3.93,5,2,0,53.23,1.0
18.87,3,6,1,52.67,1.36
4.9,12,2,0,44.1,1.0
15.98,6,5,1,37.36,1.49
15.44,19,3,0,54.39,1.07
7.66,15,4,0,67.25,1.16
4.35,7,1,1,67.01,1.4
3.1,5,6,1,21.22,1.29
18.7,23,0,1,71.24,1.44
2.07,11,5,0,29.12,1.0
18.93,8,1,0,30.0,1.83
16.39,22,5,1,34.65,1.32
11.35,23,5,0,61.3,1.0
7.9,17,6,0,30.25,1.88
1.04,18,0,1,28.02,1.89
6.79,22,4,0,52.49,1.0
2.69,8,6,0,21.77,1.58
11.5,15,0,1,40.66,1.35
12.37,2,4,1,61.12,1.53
6.19,18,3,1,20.99,2.27
11.98,2,0,1,36.59,1.29
1.33,23,6,0,56.07,1.02
11.72,11,3,1,69.21,1.26
11.61,0,4,1,25.62,1.35
14.98,19,2,0,64.26,1.09
14.79,5,5,1,70.44,1.45
9.93,3,0,1,71.62,1.35
3.02,16,6,0,40.39,1.0
3.41,5,2,0,26.09,1.16
11.4,21,3,0,52.33,1.14
19.97,22,3,1,42.23,1.25
3.79,23,1,0,50.46,1.0
17.91,20,0,1,64.98,1.38
15.53,1,1,0,55.14,1.04
19.91,7,3,0,61.55,1.19
3.49,15,0,1,41.72,1.47
3.77,19,5,1,63.29,1.38
5.36,10,2,0,28.67,1.0
3.72,0,3,1,39.52,1.52
19.0,11,4,0,50.17,1.0
1.66,17,4,0,30.84,1.58
19.08,17,0,1,40.93,2.0
15.7,5,5,0,21.2,1.08
18.74,17,5,1,29.32,1.97
12.89,20,4,1,25.22,1.28
3.33,20,0,1,22.32,1.37
19.08,18,0,1,29.67,2.18
17.96,6,2,1,78.07,1.37
19.44,22,0,0,38.59,1.0
9.54,19,2,0,49.42,1.0
17.0,19,3,0,41.25,1.0
12.47,13,1,1,42.79,1.4
18.8,11,2,1,40.79,1.34
4.17,6,3,1,39.18,1.45
15.71,6,4,0,46.95,1.0
4.78,3,1,0,58.61,1.0
3.62,20,6,0,47.12,1.08
15.75,14,5,1,35.71,1.37
18.52,2,4,1,28.58,1.23
14.06,23,5,1,57.98,1.33
15.81,18,0,1,56.52,2.0
12.76,13,3,0,65.81,1.0
3.8,4,4,0,42.37,1.15
13.41,8,2,1,68.27,1.95
2.06,17,2,0,73.35,1.86
4.83,14,0,0,48.81,1.16
18.0,9,2,0,57.46,1.83
11.15,1,0,0,58.31,1.0
5.46,8,0,1,67.47,2.18
15.1,17,6,1,78.66,1.92
18.09,11,3,0,42.77,1.0
10.39,15,1,0,61.37,1.19
6.68,12,3,0,63.23,1.12
6.84,12,4,0,59.36,1.04
13.16,19,4,1,46.5,1.18
5.53,0,5,1,32.52,1.37
13.85,18,0,0,29.49,1.89
19.45,8,6,0,51.94,1.67
17.17,20,4,1,21.25,1.52
16.85,15,2,1,78.27,1.47
3.31,12,1,0,53.52,1.0
5.49,15,1,0,26.55,1.07
8.07,12,5,0,30.56,1.0
17.65,21,1,0,37.74,1.19
5.94,7,3,1,74.98,1.34
12.25,7,0,1,67.94,1.29
12.7,22,0,1,25.78,1.22
3.15,18,0,0,78.57,1.72
14.04,3,3,1,23.22,1.51
6.47,2,2,0,43.87,1.12
11.76,14,0,0,77.66,1.18
5.8,15,3,0,35.35,1.0
11.41,6,3,0,28.41,1.08
10.7,16,1,0,48.31,1.05
16.03,8,1,0,23.72,1.84
16.31,17,4,1,38.25,1.72
8.7,2,3,1,36.87,1.56
2.25,19,4,0,45.34,1.19
5.69,12,0,1,24.64,1.42
14.8,22,3,1,42.43,1.26
16.3,4,3,1,39.51,1.43
11.81,11,3,0,35.36,1.18
3.47,14,3,0,29.99,1.1
9.63,13,0,0,30.69,1.15
17.75,22,1,1,54.9,1.25
3.21,10,1,1,21.83,1.19
19.51,20,0,1,73.01,1.27
5.84,7,0,0,39.29,1.0
5.27,13,1,1,41.84,1.4
1.88,14,2,1,69.5,1.4
1.81,11,6,0,35.25,1.05
15.5,8,5,0,76.77,1.5
13.67,9,1,0,55.02,1.71
7.14,16,0,1,55.1,1.36
12.56,8,4,1,75.68,1.95
1.27,0,3,0,57.61,1.0
18.65,13,1,1,54.26,1.37
7.41,8,5,1,56.81,2.13
18.82,7,5,1,76.07,1.15
7.36,18,5,0,34.99,1.78
6.31,19,4,1,49.82,1.34
4.16,22,6,1,31.44,1.43
10.97,1,5,0,49.73,1.0
7.38,14,0,0,60.31,1.02
8.65,0,3,1,62.01,1.3
11.8,9,2,1,48.25,2.04
2.72,3,0,0,31.24,1.0
1.89,18,2,1,69.39,2.01
12.21,18,0,1,31.66,1.98
10.21,7,1,1,47.55,1.41
10.5,15,2,0,51.45,1.0
18.81,15,5,0,76.8,1.0
7.71,5,0,1,49.37,1.33
1.6,16,3,0,75.76,1.0
10.78,5,3,0,27.52,1.1
18.05,6,3,1,33.01,1.27
12.96,6,2,0,29.85,1.05
17.58,16,0,1,22.6,1.4
2.12,2,5,1,45.76,1.49
2.75,6,1,1,32.42,1.21
19.21,18,3,1,35.52,1.8
15.69,14,4,1,56.93,1.4
10.84,4,3,1,59.37,1.44
3.61,5,0,1,67.65,1.36
9.25,3,5,0,69.35,1.1
13.98,1,3,1,47.73,1.24
14.64,6,6,0,40.43,1.05
13.27,11,0,0,23.55,1.03
19.08,23,4,1,26.35,1.27
8.91,10,0,1,73.35,1.13
6.13,3,3,0,63.61,1.01
17.56,6,4,1,79.2,1.21
1.72,22,2,0,58.2,1.15
11.46,19,1,0,40.14,1.0
14.77,2,1,1,74.53,1.34
17.02,4,1,0,79.63,1.0
9.16,3,2,0,28.09,1.16
16.07,22,2,0,53.08,1.0
8.25,21,4,1,73.42,1.41
1.35,3,2,1,76.21,1.26
14.95,14,0,1,52.71,1.23
19.57,5,1,0,48.14,1.08
11.99,20,5,1,76.24,1.24
12.86,3,4,0,69.24,1.0
3.94,13,5,0,28.46,1.02
17.53,14,5,1,73.33,1.29
15.24,1,1,0,68.99,1.04
8.48,18,6,1,36.7,1.86
17.03,7,4,1,69.12,1.52
4.35,19,4,0,49.64,1.0
1.36,15,3,1,31.34,1.21
15.18,21,3,0,52.13,1.0
17.56,13,6,1,34.63,1.32
14.64,20,3,0,24.27,1.11
19.46,0,6,1,36.05,1.43
14.35,8,6,0,27.56,1.48
12.87,22,0,1,21.98,1.47
12.84,8,4,0,63.88,1.7
2.16,11,2,1,70.12,1.11
4.61,11,2,0,41.54,1.11
12.2,13,0,1,39.01,1.34
2.15,10,0,0,41.91,1.19
12.42,16,0,0,23.71,1.09
14.52,15,5,1,62.44,1.34
17.09,10,0,0,60.73,1.0
4.6,0,1,1,39.55,1.43
17.25,13,1,1,55.92,1.5
15.4,13,6,0,62.0,1.09
15.13,10,2,1,27.31,1.38
1.67,8,2,0,44.09,1.8
15.88,6,2,1,52.74,1.37
3.21,13,2,0,59.09,1.01
6.9,14,5,0,36.85,1.1
10.53,11,2,0,56.44,1.1
3.59,5,0,1,75.56,1.34
14.38,0,2,1,59.56,1.33
16.05,11,2,1,44.26,1.4
11.75,15,3,0,75.8,1.13
2.19,11,1,0,72.92,1.17
5.11,13,6,1,55.47,1.39
5.36,2,5,0,24.71,1.03
9.77,17,6,1,22.25,1.92
8.62,22,5,1,23.35,1.38
4.13,19,1,1,73.13,1.18
7.61,17,3,0,37.55,1.73
9.64,15,2,1,75.58,1.28
1.93,6,3,0,49.65,1.11
2.65,9,5,0,57.69,1.86
9.34,12,1,1,47.29,1.21
9.06,16,3,0,72.03,1.18
14.44,16,3,1,42.97,1.41
12.2,16,5,1,68.53,1.4
14.32,2,1,1,33.01,1.36
6.05,8,3,0,71.04,1.6
18.68,7,5,0,41.22,1.09
3.28,18,1,1,52.53,1.77
16.65,18,4,1,56.73,1.79
8.93,17,2,1,57.54,1.85
15.21,16,4,1,30.38,1.27
12.31,23,6,1,27.13,1.32
15.68,10,2,1,48.94,1.29
3.91,7,4,1,54.29,1.3
10.01,10,2,0,48.76,1.11
18.15,21,0,0,34.31,1.0
9.05,23,4,0,35.5,1.0
3.25,3,0,1,78.62,1.18
5.0,2,2,1,50.98,1.48
8.65,3,4,0,49.48,1.0
17.35,3,3,1,47.26,1.37
16.82,17,0,0,31.46,1.55
11.76,5,2,1,47.85,1.33
17.02,21,3,1,34.81,1.43
16.44,18,6,1,74.95,2.02
10.07,7,2,1,25.65,1.51
6.16,3,2,1,61.22,1.21
10.37,19,0,1,36.13,1.47
18.83,6,5,0,67.13,1.06
7.32,4,0,1,26.94,1.45
13.97,22,5,0,42.74,1.01
15.69,21,2,0,21.75,1.07
5.23,21,5,1,24.89,1.3
1.66,20,4,0,65.5,1.2
1.84,18,1,0,79.23,1.84
17.62,2,0,0,79.92,1.16
18.63,21,3,0,24.6,1.1
7.26,20,2,0,35.9,1.11
12.63,7,4,0,64.47,1.11
10.63,7,5,1,22.6,1.2
6.56,12,2,1,52.81,1.55
1.53,7,2,1,34.95,1.47
19.54,1,6,1,47.91,1.36
3.3,23,5,0,27.01,1.0
15.84,6,4,1,24.7,1.29
5.39,14,5,0,26.92,1.18
18.39,21,5,0,44.35,1.0
5.06,16,3,1,30.01,1.23
11.75,20,6,0,36.3,1.0
3.95,0,2,1,60.17,1.15
12.73,3,1,1,41.73,1.3
19.47,16,3,0,58.36,1.07
8.03,16,6,0,22.62,1.15
15.72,13,6,0,23.25,1.0
14.59,3,0,1,70.71,1.3
10.18,22,6,0,33.79,1.0
3.51,14,4,1,78.84,1.25
9.83,14,0,0,55.88,1.18
16.23,17,5,0,41.74,1.71
15.4,16,0,0,30.65,1.07
12.29,12,4,1,76.79,1.46
14.41,9,5,0,20.39,1.9
19.75,11,1,1,58.63,1.2
5.05,22,3,1,58.91,1.32
2.94,13,1,1,32.67,1.27
15.87,21,1,1,52.49,1.51
4.94,16,3,0,45.84,1.0
12.8,13,2,0,41.73,1.0
2.52,22,5,0,59.37,1.18
3.18,21,5,1,29.53,1.42
2.62,1,3,1,74.47,1.33
1.22,11,1,0,32.63,1.05
17.32,6,4,1,79.52,1.23
17.18,15,3,0,69.85,1.09
4.47,16,5,1,77.93,1.33
13.26,3,4,0,34.77,1.11
6.39,17,4,0,22.77,1.84
6.11,21,0,1,78.65,1.46
17.1,21,1,0,47.93,1.0
11.8,9,1,1,60.34,1.98
11.55,13,2,0,44.63,1.0
10.62,20,6,0,67.88,1.02
11.84,2,1,0,70.33,1.16
16.13,6,5,0,22.96,1.09
2.68,22,2,1,42.62,1.34
3.59,18,5,1,58.65,1.91
14.2,2,0,0,37.4,1.09
11.13,10,4,1,63.1,1.33
13.02,21,5,0,35.11,1.13
5.92,15,2,0,53.31,1.12
5.05,19,2,1,62.11,1.4
10.95,8,1,0,43.96,1.75
13.16,20,2,1,75.78,1.31
17.51,12,6,0,37.41,1.12
6.56,20,1,0,30.95,1.12
9.93,11,3,0,50.75,1.1
6.93,21,2,1,27.06,1.18
16.85,16,5,0,24.9,1.19
8.27,9,5,1,41.74,1.95
2.3,3,6,0,62.69,1.0
6.58,23,0,1,66.51,1.22
2.64,9,6,0,79.41,1.49
7.72,2,1,0,32.2,1.09
8.05,14,1,1,38.12,1.45
16.03,12,3,0,64.45,1.03
14.49,5,3,1,68.52,1.25
18.68,0,3,1,65.51,1.19
8.09,23,6,0,20.68,1.12
16.09,23,3,1,37.07,1.24
1.37,17,3,1,70.73,2.06
11.99,17,6,1,45.42,2.0
13.76,9,5,0,71.6,1.66
6.7,16,3,1,47.91,1.49
4.12,13,6,0,50.42,1.0
12.34,13,2,0,71.29,1.04
4.37,17,0,1,36.68,2.17
9.61,20,3,1,45.0,1.24
6.02,4,1,1,73.62,1.37
4.3,19,2,0,64.06,1.01
10.69,6,6,0,69.36,1.0
17.78,19,1,0,59.69,1.11
17.95,7,1,0,28.34,1.09
19.37,23,0,1,67.13,1.15
19.44,4,4,1,34.17,1.26
4.96,20,6,0,37.27,1.04
1.14,9,3,1,66.54,2.09
11.5,13,5,0,28.81,1.0
13.52,3,3,1,36.17,1.18
12.78,11,0,1,45.08,1.39
3.51,18,5,0,46.09,1.65
10.88,7,2,1,45.1,1.32
14.05,7,0,1,51.68,1.36
12.82,1,0,0,79.21,1.11
11.39,17,1,1,52.59,2.29
9.59,7,1,1,38.56,1.4
18.83,20,4,1,51.91,1.4
7.54,11,0,1,61.61,1.14
12.0,9,5,0,78.17,1.58
11.68,5,6,0,37.87,1.0
16.95,11,4,0,75.19,1.13
6.26,4,6,0,78.91,1.0
5.51,2,4,0,59.81,1.03
1.9,9,5,0,37.85,1.68
3.89,18,3,0,32.65,1.51
19.43,18,0,0,78.93,1.73
6.21,13,2,1,37.93,1.36
16.88,22,0,1,25.07,1.29
18.16,17,2,0,24.27,1.71
11.11,2,3,0,78.24,1.0
1.62,12,0,1,35.0,1.36
2.18,3,0,0,49.73,1.0
10.63,7,5,1,46.94,1.38
3.39,4,3,0,69.32,1.1
11.98,4,2,1,57.91,1.53
12.84,19,1,0,36.92,1.07
9.89,1,1,0,69.96,1.0
17.25,22,4,1,58.12,1.17
7.13,6,2,1,25.5,1.52
1.41,2,1,0,56.79,1.0
7.22,2,4,1,71.6,1.52
12.22,8,0,0,33.97,1.51
14.6,13,1,1,60.3,1.32
13.16,0,6,0,70.93,1.0
3.07,8,0,1,64.57,2.01
17.55,22,0,0,73.68,1.1
4.2,5,2,1,21.51,1.19
15.38,23,4,0,61.69,1.02
15.24,14,1,0,40.18,1.19
12.87,22,5,1,23.35,1.32
12.39,7,0,0,41.32,1.11
11.58,13,3,0,58.02,1.1
13.81,4,2,0,60.78,1.02
1.37,10,2,0,49.51,1.2
1.49,10,3,0,29.16,1.0
5.59,6,2,0,71.46,1.07
3.06,17,3,1,44.61,1.89
7.38,17,1,0,75.12,1.66
7.08,7,2,1,76.45,1.36
7.52,17,4,1,48.16,2.21
8.09,8,1,1,29.16,2.14
14.24,0,5,1,20.97,1.35
18.57,19,0,0,21.82,1.1
8.25,6,1,0,63.86,1.06
15.84,19,0,0,61.27,1.0
12.67,6,1,0,75.15,1.15
1.11,6,4,1,72.78,1.29
15.76,5,4,1,32.22,1.35
10.23,8,0,1,56.6,2.08
2.93,6,4,0,42.37,1.02
17.81,1,4,0,42.44,1.02
4.83,21,1,1,78.24,1.44
3.66,13,1,0,47.04,1.18
17.16,9,1,1,29.83,1.91
4.1,18,0,0,78.22,1.64
